timestamp,button_id,action
2024-03-09 10:08:16,stopButton1,paused
2024-03-09 10:08:23,stopButton2,resumed
2024-03-09 10:08:24,stopButton1,paused
2024-03-09 10:08:24,stopButton1,resumed
2024-03-09 10:08:33,stopButton2,paused
2024-03-09 10:11:54,stopButton1,resumed
2024-03-09 10:11:55,stopButton1,paused
2024-03-09 10:12:24,stopButton1,resumed
2024-03-09 10:12:25,stopButton1,paused
